mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nb__alpha,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8139065265655517,0.22705994489179432,0.08086838722229003,0.019522213443522153,0.5,7500,"(1, 3)","{'nb__alpha': 0.5, 'tfidf__max_features': 7500, 'tfidf__ngram_range': (1, 3)}",0.9041095890410958,0.9090909090909091,0.8826291079812206,0.908256880733945,0.8990825688073395,0.900633811130902,0.009677710642642116,25
0.20460925102233887,0.012173674380764539,0.05681295394897461,0.003191046397272942,0.5,10000,"(1, 1)","{'nb__alpha': 0.5, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1)}",0.918918918918919,0.9473684210526315,0.8930232558139535,0.9333333333333333,0.918918918918919,0.9223125696075514,0.018056303925389556,17
0.46541948318481446,0.15289620229516387,0.06415901184082032,0.009341049263708762,0.5,10000,"(1, 2)","{'nb__alpha': 0.5, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2)}",0.9041095890410958,0.9333333333333333,0.8878504672897196,0.9181818181818182,0.9140271493212669,0.9115004714334468,0.015110567115738355,22
0.6738704681396485,0.19973421613840842,0.05755290985107422,0.013961436581615326,0.5,10000,"(1, 3)","{'nb__alpha': 0.5, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 3)}",0.8888888888888888,0.8990825688073395,0.8720379146919431,0.8930232558139535,0.8940092165898618,0.8894083689583974,0.009271762395459564,28
0.18538198471069336,0.012667042090150403,0.04983358383178711,0.001495951445159907,1.0,2500,"(1, 1)","{'nb__alpha': 1.0, 'tfidf__max_features': 2500, 'tfidf__ngram_range': (1, 1)}",0.9099099099099099,0.9380530973451328,0.8981481481481481,0.9279279279279279,0.918918918918919,0.9185916004500075,0.013851573933719231,20
0.3754433155059814,0.013453157312062172,0.06681962013244629,0.0011126858471525655,1.0,2500,"(1, 2)","{'nb__alpha': 1.0, 'tfidf__max_features': 2500, 'tfidf__ngram_range': (1, 2)}",0.9090909090909091,0.9237668161434978,0.8878504672897196,0.91324200913242,0.9140271493212669,0.9095954701955626,0.011890027799384898,23
0.5759306430816651,0.031654005049626247,0.07577519416809082,0.0030843716783514204,1.0,2500,"(1, 3)","{'nb__alpha': 1.0, 'tfidf__max_features': 2500, 'tfidf__ngram_range': (1, 3)}",0.8990825688073395,0.918918918918919,0.8826291079812206,0.9032258064516129,0.8990825688073395,0.9005877941932864,0.011576139769113172,26
0.17534151077270507,0.007361699540506262,0.05286030769348145,0.0038694121958145187,1.0,5000,"(1, 1)","{'nb__alpha': 1.0, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",0.8732394366197183,0.9237668161434978,0.8666666666666667,0.9181818181818182,0.8679245283018868,0.8899558531827175,0.02548368255867876,27
0.3719076633453369,0.02165031969625971,0.06944599151611328,0.015524123503137602,1.0,5000,"(1, 2)","{'nb__alpha': 1.0, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2)}",0.8785046728971962,0.8990825688073395,0.8666666666666667,0.8878504672897196,0.8732394366197183,0.8810687624561281,0.011364699742242404,29
0.5836690425872803,0.02617462888369477,0.11935462951660156,0.020053182314819,1.0,5000,"(1, 3)","{'nb__alpha': 1.0, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 3)}",0.8516746411483254,0.8888888888888888,0.8446601941747572,0.8826291079812206,0.8732394366197183,0.8682184537625821,0.01725591749397671,32
0.1838407039642334,0.012877629814801837,0.05944075584411621,0.010965132058654443,1.0,7500,"(1, 1)","{'nb__alpha': 1.0, 'tfidf__max_features': 7500, 'tfidf__ngram_range': (1, 1)}",0.8405797101449275,0.8888888888888888,0.8557692307692307,0.8878504672897196,0.8732394366197183,0.869265546742497,0.018715204490733824,30
0.4553401947021484,0.05335204958874626,0.07920551300048828,0.007149958613674987,1.0,7500,"(1, 2)","{'nb__alpha': 1.0, 'tfidf__max_features': 7500, 'tfidf__ngram_range': (1, 2)}",0.8405797101449275,0.8940092165898618,0.8502415458937198,0.8773584905660378,0.8732394366197183,0.8670856799628529,0.019259114578372562,33
0.7129453182220459,0.03534577263885304,0.08412795066833496,0.009039126203721931,1.0,7500,"(1, 3)","{'nb__alpha': 1.0, 'tfidf__max_features': 7500, 'tfidf__ngram_range': (1, 3)}",0.8118811881188119,0.8732394366197183,0.8502415458937198,0.8666666666666667,0.8679245283018868,0.8539906731201606,0.022417014568925694,35
0.22179512977600097,0.029148329336752713,0.05484013557434082,0.007666148082246942,1.0,10000,"(1, 1)","{'nb__alpha': 1.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1)}",0.8405797101449275,0.8888888888888888,0.8557692307692307,0.8878504672897196,0.8732394366197183,0.869265546742497,0.018715204490733824,30
0.42527427673339846,0.01758671816010085,0.06952228546142578,0.006975549499221737,1.0,10000,"(1, 2)","{'nb__alpha': 1.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2)}",0.8059701492537313,0.8679245283018868,0.8502415458937198,0.8666666666666667,0.8625592417061612,0.8506724263644332,0.023208732666547056,37
0.5663915157318116,0.009398000429143995,0.07387871742248535,0.0024156646223886832,1.0,10000,"(1, 3)","{'nb__alpha': 1.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 3)}",0.7878787878787878,0.8679245283018868,0.8217821782178217,0.8557692307692307,0.8461538461538461,0.8359017142643147,0.028393125210291064,39
0.19240908622741698,0.006008798415330781,0.054289054870605466,0.006055774037767968,2.0,2500,"(1, 1)","{'nb__alpha': 2.0, 'tfidf__max_features': 2500, 'tfidf__ngram_range': (1, 1)}",0.8059701492537313,0.8732394366197183,0.8333333333333334,0.861244019138756,0.8461538461538461,0.8439881568998769,0.023310883841746063,38
0.39237251281738283,0.019384439725748343,0.06951470375061035,0.003995129139092135,2.0,2500,"(1, 2)","{'nb__alpha': 2.0, 'tfidf__max_features': 2500, 'tfidf__ngram_range': (1, 2)}",0.8349514563106796,0.8940092165898618,0.8390243902439024,0.8720379146919431,0.8571428571428571,0.8594331669958487,0.021796792038351272,34
0.6375673770904541,0.04432145962735428,0.07197451591491699,0.005848830054657337,2.0,2500,"(1, 3)","{'nb__alpha': 2.0, 'tfidf__max_features': 2500, 'tfidf__ngram_range': (1, 3)}",0.8118811881188119,0.8837209302325582,0.8390243902439024,0.8557692307692307,0.8679245283018868,0.851664053533278,0.024703588128878396,36
0.19204301834106446,0.012665508663255023,0.05216479301452637,0.0037346376245623236,2.0,5000,"(1, 1)","{'nb__alpha': 2.0, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",0.7301587301587301,0.8118811881188119,0.7731958762886598,0.7918781725888325,0.8,0.7814227934310068,0.02855810817631339,42
0.3570834159851074,0.01470489956394403,0.06624956130981445,0.005466424350587828,2.0,5000,"(1, 2)","{'nb__alpha': 2.0, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2)}",0.7628865979381443,0.8235294117647058,0.7604166666666666,0.8217821782178217,0.8235294117647058,0.7984288532704088,0.030045405985116312,40
0.5454161167144775,0.037833816475212625,0.08096804618835449,0.003461757327950086,2.0,5000,"(1, 3)","{'nb__alpha': 2.0, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 3)}",0.7564766839378239,0.8,0.7473684210526316,0.7918781725888325,0.8177339901477833,0.7826914535454143,0.026634157500273425,41
0.17718610763549805,0.014438087491170547,0.05076889991760254,0.004557314973675165,2.0,7500,"(1, 1)","{'nb__alpha': 2.0, 'tfidf__max_features': 7500, 'tfidf__ngram_range': (1, 1)}",0.7027027027027027,0.7939698492462312,0.7135135135135136,0.7473684210526316,0.7755102040816326,0.7466129381193423,0.03493416794377543,44
0.3959449291229248,0.014695438398852735,0.08041510581970215,0.008500536390113651,2.0,7500,"(1, 2)","{'nb__alpha': 2.0, 'tfidf__max_features': 7500, 'tfidf__ngram_range': (1, 2)}",0.723404255319149,0.7692307692307693,0.7135135135135136,0.7668393782383419,0.7878787878787878,0.7521733408361124,0.02864671009081237,43
0.6239688396453857,0.06065630209148324,0.07193408012390137,0.008603466346763206,2.0,7500,"(1, 3)","{'nb__alpha': 2.0, 'tfidf__max_features': 7500, 'tfidf__ngram_range': (1, 3)}",0.6813186813186813,0.7301587301587301,0.7204301075268817,0.7604166666666666,0.7692307692307693,0.7323109909803457,0.03130176447025063,46
0.1937190532684326,0.011137281896272892,0.058987903594970706,0.0068494459894819,2.0,10000,"(1, 1)","{'nb__alpha': 2.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1)}",0.7027027027027027,0.7939698492462312,0.7135135135135136,0.7473684210526316,0.7755102040816326,0.7466129381193423,0.03493416794377543,44
0.38680205345153806,0.029024466800901268,0.04248299598693848,0.011404724157043782,2.0,10000,"(1, 2)","{'nb__alpha': 2.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2)}",0.6666666666666666,0.723404255319149,0.6994535519125683,0.7340425531914894,0.7564766839378239,0.7160087422055395,0.030745019125245056,47
0.44382619857788086,0.004624926370862687,0.02594308853149414,0.0030202424459003126,2.0,10000,"(1, 3)","{'nb__alpha': 2.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 3)}",0.6046511627906976,0.7027027027027027,0.6703910614525139,0.6994535519125683,0.7096774193548387,0.6773751796426642,0.038755472312557736,48
